,date,Population Staying at Home,Population Not Staying at Home,Week,Month,business_id,avg_star,review_count,user_id,review_id,stars,text,name_x,postal_code_x,attributes,categories,sentiment,chicken,beef,tofu,miso,hot pot,mapo tofu,highly recommend,ly recommend,not recommend,good service,nice service,service is good,bad service,name_y,postal_code_y,block,sentiment_score,sentiment_score_vader,price_sentiment
6470,2020-01-17,403828.0,1180236.0,2,1,ntiIq1FNqduOyyowMFGh5A,4.0,2188,Vgjy1fsnCHLdm7yTv7HqEA,sAFc2Tq9-CK_73UCSXz-qw,4.0,"Delicious, comforting, filling and affordable BIG bowls of soup, with fast and nice service. In a friendly, no-frills but comfortable setting. What's not to like? I appreciate that there's a veggie options along with the many meat-based dishes. We usually get some soups with some dumplings as an appetizer, and the bill is less than $25 for two people. The prices are really low, so do the hard-working staff a favor and tip generously.",Nan Zhou Hand Drawn Noodle House,19107,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Caters': 'False', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Specialty Food, Noodles, Ethnic Food, Chinese, Comfort Food, Restaurants, Food",0.2658333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,Nan Zhou Hand Drawn Noodle House,19107,Center,0.2658333333333333,0.8692,0.2658333333333333
6474,2020-01-17,403828.0,1180236.0,2,1,y7WPOc2_vCoBkwK3xPJ8XA,4.5,129,duRuzZ-GitlP34qyW8s1OA,sctsRzexGgWUrWtcu6qROg,4.0,"Unit Su Vege has tasty, fully vegetarian (mostly vegan) Chinese food. 

I had dinner with some friends, and let my foodie friend order for the group of us. We had mapo tofu (really delicious, though didn't have the Szechuan peppercorn numbing zing), green beans (fantastic), some kind of Chinese broccoli in a white sauce dish that was just fine, and a couple of orders of dumplings (soup dumplings and steamed dumplings - which, alas, tasted basically the same, but were both good). Prices and portion size were good, and they weren't busy at all on a weeknight evening. They have a nice variety of teas for $1 person, too.

The menu is huge, and if I lived in Philly I'd definitely be back to try more options.",Unit Su Vege,19130,"{'GoodForKids': 'True', 'HappyHour': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'OutdoorSeating': 'None', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': True}""}","Restaurants, Chinese, Vegetarian",0.2953703703703704,0,0,1,0,0,1,0,0,0,0,0,0,0,Unit Su Vege,19130,North,0.2953703703703704,0.9575,0.2953703703703704
6477,2020-01-17,403828.0,1180236.0,2,1,gjFUrbSMo1rA1jgG5IhA2A,3.5,697,7jHVaiI-PnjCUzPnC43qrg,UoZewVdCLEmoDJb3ovVisA,5.0,"Went here with a group of 8 for restaurant week at 5:30 on a Thursday night and we stayed for 2+ hours. They will hold your reservation for 15 minutes, and if your entire party is not there, your reservation will be cancelled and you get put on the waitlist. This happened to us, but our wait was less than 5 minutes, once everyone arrived. They offer valet for $11 plus tip, but the parking garage around the corner (although it can be tough to navigate through) was only $12.

They offer both a full menu with all the meats, sides, and a dessert, and a restaurant week menu with select meats and no dessert. They warned that if they saw meat sharing they would charge both for the full menu price. There's a salad bar with some greens, bread, soup, cheese, deli meats, etc. I would go easy on these items but would recommend grabbing a couple of these just to have a break from all the meat. 

If you're like me and don't really care too much about what kind of meat you eat, I'd recommend saving the extra money and getting the restaurant week menu. I wouldn't think of going here during anytime but restaurant week. You still get a great selection and great experience! (And after a while, I can't even distinguish what cut I'm eating lol)

The staff and service were amazing. Our side dishes and drinks were constantly being refilled. They'd offer us new plates and asked us we had any requests for particular meat selections. When we'd leave the table, they'd pick up our napkins and refold them. If there were scrapes of food on the table, they cleaned it up. 

As far as the sides that come with the meal, I absolutely love their mashed potatoes. I easily ate 5 bowls. It's a great compliment to the meat, but can also be enjoyed alone. 

We came here as a birthday celebration and when they served desert, they also gave us a delicious tiramisu with a birthday candle!",Chima Steakhouse,19103,"{'OutdoorSeating': 'False', 'BikeParking': 'True', 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'dressy'"", 'RestaurantsPriceRange2': '3', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Brazilian, Food, Desserts, Restaurants, Barbeque, Chinese, American (New), Dim Sum, Steakhouses",0.35058922558922556,0,0,0,0,0,0,0,0,0,0,0,0,0,Chima Steakhouse,19103,Center,0.35058922558922556,0.9951,0.35058922558922556
6478,2020-01-17,403828.0,1180236.0,2,1,e5JRwLlsLUgt-q2WBnGkqA,4.5,9,FnjephknAtos2r7nhl0nmg,wbZpFArrk89ppJWjmQ0rrw,5.0,"Tried this place last minute. To my surprise it was clean. The food was good, not greasy, and the price is not high at all. Don't let the location fool you.",Golden China Wok Restaurant,19140,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Restaurants, Chinese",0.24666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Golden China Wok Restaurant,19140,North,0.24666666666666667,0.5859,0.24666666666666667
6489,2020-01-18,487848.0,1096216.0,2,1,kZ1q0K13tFYG_ZJrVvsJHA,4.0,2000,e4hd3J5hDY9YnxbbXq8-Cw,ak9uKxWZUE4NemeaV4hfnA,4.0,"Omg! So philly is having their restaurant week the same time I'm out here for a quick weekend getaway! I had the pleasure of booking this restaurant for dinner, and let me just say, i was not disappointed. For $35 they offer you a 7 course meal. It's called their tasting menu, and almost everything was delicious! 

I ordered the Pork Bao Buns, general tso chicken soup dumplings, mushroom and roast pork lo mein, Korean bbq skewers, steak, crab wonton tacos,,and pan seared scallops. 

 The best to me was the Crab Wonton Tacos! They were crispy, the crab was perfect. For this price  point everything was amazing. They finished it off with mini ice cream cones   2 banana choColate, and 2 raspberry vanilla! Omg! Food heaven. Definitely tRy this spot if  you're in philly. It's a cool vibe. Also we had the dragon bowl with vodka and it did exactly what it was supposed to do. Check pics below",Sampan,19107,"{'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'Caters': 'True', 'BikeParking': 'False', 'ByAppointmentOnly': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'no'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False'}","Thai, American (New), Restaurants, Chinese, Asian Fusion, Tapas/Small Plates, Pan Asian",0.3982638888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,Sampan,19107,Center,0.3982638888888889,0.9842,0.3982638888888889
6498,2020-01-18,487848.0,1096216.0,2,1,Wl7iw_u4WeEreF4ZZF1oDw,3.5,218,YxyJGC5Q9zt2Ada1wavkRg,8Y09l_HEIuhYHJAf5pL4bg,5.0,"With all the great food options in Chinatown, I feel like this Szechuan place gets overlooked a lot. Their menu is reasonably priced, the service is pretty fantastic compared to others in the area, and the food is authentic, plentiful, and flavorful. They had our Szechuan staples of fish filet in hot chili oil and braised pork belly over picked veggies. Both were among the best versions I have had for either dish. There was an abundance of fish and pork belly to last us at least two meals and quality wasn't sacrificed at all! I highly recommend this place if you are looking to satisfy your Szechuan cravings.",Szechuan Four Rivers,19107,"{'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Open24Hours': 'False'}","Restaurants, Chinese",0.3185,0,0,0,0,0,0,1,1,0,0,0,0,0,Szechuan Four Rivers,19107,Center,0.3185,0.9738,0.3185
6513,2020-01-19,488601.0,1095463.0,3,1,ytynqOUb3hjKeJfRj5Tshw,4.5,5721,XetBcu9wS-py5BXtJtTc6w,rSUyu8J7k7D7PcyYpCFdWQ,5.0,"OMG OMG! How much do I loveeeee this place!!!! During the nice days I love walking over there. Soooo many selections, from handsome soaps, homemade liquor, all of which  not only looks good, but is amazing!!!! And the food court! There's something for everyone!!!

I love going to the butcher there. And the seafood monger!!!! A lot of things I cannot get at the regular supermarket and at reasonable prices. 

Crowded all the time though. So I usually go in the morning and off hours!",Reading Terminal Market,19107,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BYOBCorkage': ""'yes_free'"", 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False'}","Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion",0.4313151041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Reading Terminal Market,19107,Center,0.4313151041666667,0.9164,0.4313151041666667
6516,2020-01-19,488601.0,1095463.0,3,1,T9C1od-JorSPXwXgzSqM9Q,3.0,522,UN6MXJuhyGcX7LTj4-b7FA,szMuisWcGJ5nIpU619sacg,1.0,"Oh Lord.

My friend Tim was in town and wanted to 'walk around' Chinatown. Why, I don't know, but part of being a friend is acquiescing to requests like this, so I met him at 9th and Arch and we proceeded to do as he wished-walk around. Of course, all this perambulation makes a man thirsty as well as hungry. David's Mai Lai Wah, which I heretofore knew nothing about, was right across the street when we both commented on our growling bellies, so we stepped inside. 

When we entered, the place was empty save for 2 tables and even then, we stood in the entry way for more than 10 minutes until someone acknowledged us and pointed to a table. We sat, were given menus, then we sat some more. 

The cocktail menu is odd to say the least, with things on it like 'Bee Feater' and 'AB Solute.' Quirky spelling aside, a lot of classic cocktails are priced at $6.50 here, which is about half of what you'd usually pay in almost any Philly bar.  We wanted some booze, we were ready to eat. Still we sat. 

Finally a curt older waiter came and asked what we wanted to drink. I ordered a Manhattan and Tim asked for a martini. We were not asked what kind of liquor we wanted nor did the waiter pay any attention when we said we were ready to order food. Hmmm....

Another 20 minutes passed, the place was still only 2 tables full plus us, and no drinks nor anyone inquiring as to what we wanted to eat. 

At last our drinks came but again, when I said (politely) we wanted to order food, I was ignored.

The drinks. Oh, those drinks. Tim took a big swig of his martini and started to cough. I teased him about being a light weight until he made me taste his cocktail. I sipped and looked at him with raised eyebrows. ""I know. Right?!,"" he said. ""This must be some kind of industrial cleaner, not booze. It will probably kill us."" With trepidation, I tasted my Manhattan and got a mouthful of what tasted like very cold cherry Robitussin. Since I'd done the honors for Tim, I made him taste my drink. Even through all his Botox, he screwed up his face when it hit his taste buds. I suggested we ask for the check and go elsewhere for food, since we knew we would not finish these abominable drinks and felt certain that no one was going to take our dinner order. 

We tried catching the eye of several servers to no avail and finally Tim went to the register with cash, saying we wanted to pay. By now, the front of the restaurant was clogged with people waiting to be seated. The woman at the counter looked through Tim and did not take his money. He pressed a male server into helping him and was told that this server did not know what he had. Tim named the drinks and the man walked away.

He sat down again, suggested we just leave money on the table and go and said he needed the Gents before we headed out. While Tim was performing his ablutions, I again tried to get someone to give us a check and held up both credit card and cash as I attempted to get someone's attention. No dice.

Tim came back a little pale and I asked if he had a bad bathroom experience. He said the toilet was dirty but what bothered him were the dead fish floating in the over crowded, dirty seafood tank in the back, being eaten by live fish. 

At that point, we put 2 tens on the table and pretty much fought our way through the throng of people at the door who were still not seated. I wanted to shout out, 'Abandon hope, all ye who enter here,' but felt that would just be in bad taste. 

I will AB Solutely never darken David's door way again.",David's Mai Lai Wah,19107,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'False', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': False, 'breakfast': False}""}","Seafood, Chicken Shop, Restaurants, Chinese",0.01374089534803821,0,0,0,0,0,0,0,0,0,0,0,0,0,David's Mai Lai Wah,19107,Center,0.01374089534803821,-0.9592,0.01374089534803821
6523,2020-01-20,465976.0,1118088.0,3,1,UQZ4p6xb_7gY7UXHmBzceg,3.5,587,sAqLgaAuWC3vDcFc52UqaQ,ZwYnyggoa4N88k1c7FLTSg,4.0,"I feel like it caters a lot to the American taste and isn't an authentic Chinese dim sum restaurant. I was hoping for more dim sum variety, but it definitely skimped on some classic dishes. They do have a nice assortment of soup dumpling dishes so be sure to order that. The scallion pancake was a good size and price. However there was not enough scallion, so then you realize you're just eating fried dough.... It was a decent meal if you're limited to Philadelphia's Chinatown.",Tom's Dim Sum,19107,"{'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True'}","Restaurants, Chinese, Shanghainese, Dim Sum",0.23299319727891157,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom's Dim Sum,19107,Center,0.23299319727891157,0.9466,0.23299319727891157
6539,2020-01-21,430473.0,1153591.0,3,1,nIAbuktMEzVjT4P9pG89rQ,4.0,1561,LDn1wKz_rIipyLyL8QsHOg,47rEPZgQhFc_fVtdEhtdYg,5.0,"Yum! Yum! Yum! Yum! Yuuuum!! Didn't realize that they weren't offering the restaurant week menu on Saturday until an hour before our reservation but the menu still captivated us to come in for dinner. And girl! They did not disappoint! We had the dumpling sampler and an appetizer which was delicious and light. I ordered the Crispy Jumbo Shrimp and vegetable rice rich came with a coconut creme sauce. AMAZING! Is the only word I can use to describe. I also had a taste of the duck breast, pad Thai and shrimp lo mien ( from my friends plates) and they were delicious also! They're a little pricey but treat yo self! Can't wait to try the one in New York! Also our server was very helpful and offered us some ideas for brunch the next day! Thanks Z!!",Buddakan,19106,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'Corkage': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'BYOBCorkage': ""'yes_corkage'"", 'RestaurantsAttire': ""'dressy'"", 'BYOB': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsCounterService': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'loud'""}","Restaurants, Asian Fusion, Chinese",0.3612345041322314,0,0,0,0,0,0,0,0,0,0,0,0,0,Buddakan,19106,Center,0.3612345041322314,0.9938,0.3612345041322314
6542,2020-01-21,430473.0,1153591.0,3,1,gh81r-SZodvcty5QDaLyhg,3.0,81,8IxdzJ-i9nwqjWnLYN6pGA,hZtWuDgTVB_ZRpz-BrFrng,4.0,I had the Shrimp pad Thai and it's been the best I've ever had! I don't know why this place only has 3 stars. I also ordered the green tea from here which was amazing! The prices are reasonable for such good food. The only dOen side is delivery can take a long time,Curry Bird,19143,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'False', 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': None, 'classy': True, 'casual': None}"", 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Chinese, Restaurants, Thai",0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,Curry Bird,19143,West,0.2666666666666667,0.9097,0.2666666666666667
6548,2020-01-22,412541.0,1171523.0,3,1,VP8HMhVt-pKmqGNmDW4-TQ,4.0,414,e6YSPujPSkFiL1ofovbUJg,14dQsBsB5tRMCDgkkfnQwg,3.0,"My friend and I opted for Nom Wah because we knew that the original New York version is famous. The dim sum here was a bit of a mixed bag. Ranking of favorite dishes:

Steamed pork spare ribs - honestly, you can't mess dim sum spare ribs up. Ranking this the highest because I'm biased and I love meat more than carbs.

Rice roll with fried dough - This one is carbs-overload (my friend loves rice rolls). It's more of a sweet than savory dish, as it comes drizzled with a sweet soy sauce. 

Cilantro and scallion rice roll - More rice rolls. I personally would've preferred the shrimp rice roll, but this one was also good. The rice paper itself was thick and soft. 

Steamed Chinese broccoli - Not even a dim sum dish. We just wanted to pretend to be healthy lol. 

Xiaolongbao - The above dishes were all standard dim sum quality, but I genuinely didn't enjoy eating the xiaolongbao. When it came out, we could already tell that the skin was way too dry, so they were probably standing out way too long. As a result, it was hard to peel the dumplings off the steamer, so a lot of the juice spilled out. Overall, the meat wasn't as flavorful as we would've liked. 

The restaurant wasn't busy during Saturday lunch hour. We came around noon and there were still a few empty tables. The price here is very reasonable, though. Between the two of us, we spent about $35.",Nom Wah Philadelphia,19107,"{'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'GoodForDancing': 'False', 'Smoking': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'CoatCheck': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'None', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Desserts, Bars, Food, Coffee & Tea, Nightlife, Dim Sum, Restaurants, Cocktail Bars, Cantonese, Chinese",0.2049481658692185,0,0,0,0,0,0,0,0,0,0,0,0,0,Nom Wah Philadelphia,19107,Center,0.2049481658692185,0.9705,0.2049481658692185
6562,2020-01-22,412541.0,1171523.0,3,1,oRLG5fJrGJzzj4AO4yjqMg,3.0,41,3oP-HNJxTNVc4er4naXRGg,EdBDa9GBjB1Luk_kzGJm2A,2.0,"This place sucks they sent out there orders very messy, I have  asked if I can change a rice that  cost  $3 for a can of soda witch is 1$ and they won't even do that. I don't recommend this place at all! Another thing delivery they say half a hr and expect a hr or more",Dragon Phoenix House,19149,"{'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Chinese, Restaurants",-0.07291666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon Phoenix House,19149,East,-0.07291666666666666,-0.8479,-0.07291666666666666
